time,axis,target,baseline,damped,baseline_v,damped_v
9.85,0,1.16213,1.20972,1.23623,-0.194099,-0.163101
9.85,1,-0.363842,-0.356197,-0.36099,-0.0323072,-0.00898352
9.9,0,1.17331,1.19999,1.2279,-0.194492,-0.169777
9.9,1,-0.359585,-0.357892,-0.361389,-0.0347943,-0.00656344
9.95,0,1.18155,1.19032,1.2193,-0.192267,-0.173835
9.95,1,-0.355375,-0.359639,-0.361616,-0.0346635,-0.00231912
10,0,1.1856,1.18083,1.21056,-0.187423,-0.175275
10,1,-0.353674,-0.361307,-0.361594,-0.0319146,0.00314148
10.05,0,1.1856,1.17165,1.20181,-0.179962,-0.174097
10.05,1,-0.353674,-0.362766,-0.361308,-0.0265477,0.00807183
10.1,0,1.19242,1.16292,1.19319,-0.169883,-0.1703
10.1,1,-0.349367,-0.363885,-0.360789,-0.0185629,0.0130611
10.15,0,1.17749,1.15476,1.18483,-0.157343,-0.163886
10.15,1,-0.361203,-0.364563,-0.360011,-0.00984498,0.0176796
10.2,0,1.17303,1.14725,1.17685,-0.144253,-0.154854
10.2,1,-0.368664,-0.364876,-0.359064,-0.00369272,0.0197903
10.25,0,1.17303,1.1404,1.16939,-0.131163,-0.143204
10.25,1,-0.368664,-0.364952,-0.358076,-0.00015845,0.0192831
10.3,0,1.18213,1.1342,1.16255,-0.118073,-0.130114
10.3,1,-0.36737,-0.364924,-0.357179,0.000757824,0.0161578
10.35,0,1.18889,1.12866,1.15638,-0.104983,-0.117024
10.35,1,-0.364328,-0.364913,-0.356504,-0.0001585,0.0105246
10.4,0,1.20057,1.12377,1.15085,-0.0918928,-0.103934
10.4,1,-0.359616,-0.364905,-0.356119,0.000705414,0.00511288
10.45,0,1.20057,1.11953,1.14598,-0.0788029,-0.0908443
10.45,1,-0.359616,-0.36479,-0.355953,0.00397788,0.00193727
10.5,0,1.20945,1.11595,1.14177,-0.0657129,-0.0777544
10.5,1,-0.357721,-0.36444,-0.355881,0.00986835,0.00137965
10.55,0,1.21919,1.11303,1.13821,-0.052623,-0.0646644
10.55,1,-0.357868,-0.363738,-0.355796,0.0172772,0.00194662
10.6,0,1.22303,1.11076,1.1353,-0.039533,-0.0515745
10.6,1,-0.358519,-0.362723,-0.355691,0.0223823,0.00212212
10.65,0,1.22303,1.10914,1.13305,-0.0267049,-0.0384845
10.65,1,-0.358519,-0.361525,-0.355593,0.0248694,0.00180015
10.7,0,1.21967,1.10811,1.13145,-0.016102,-0.0253946
10.7,1,-0.357738,-0.360253,-0.355502,0.0256286,0.00187484
10.75,0,1.21948,1.10753,1.13051,-0.00811714,-0.0123046
10.75,1,-0.354575,-0.358993,-0.3554,0.0250264,0.0025186
10.8,0,1.22116,1.10728,1.13022,-0.00275027,0.000785317
10.8,1,-0.355544,-0.35772,-0.355228,0.0256285,0.00421475
10.85,0,1.22116,1.10723,1.13059,-1.405e-06,0.0138753
10.85,1,-0.355544,-0.356475,-0.355002,0.0239268,0.00474703
10.9,0,1.22124,1.10729,1.13161,0.00248567,0.0269652
10.9,1,-0.357205,-0.355387,-0.354772,0.0196071,0.00421748
10.95,0,1.22417,1.10754,1.13329,0.00759073,0.0400552
10.95,1,-0.357713,-0.354586,-0.354586,0.0126694,0.00312385
11,0,1.22244,1.10812,1.13562,0.0153138,0.0531451
11,1,-0.355053,-0.354162,-0.354457,0.00546986,0.00220728
11.05,0,1.22244,1.10916,1.1386,0.0256548,0.0662351
11.05,1,-0.355053,-0.354025,-0.354334,0.000888348,0.0028009
11.1,0,1.22186,1.11079,1.14223,0.0383521,0.0787752
11.1,1,-0.356788,-0.35406,-0.3542,-0.00217473,0.0023525
11.15,0,1.22107,1.11307,1.14643,0.051442,0.0888545
11.15,1,-0.362885,-0.354305,-0.354105,-0.00754165,0.00111061
11.2,0,1.2158,1.116,1.15107,0.064532,0.0963158
11.2,1,-0.370249,-0.354891,-0.354131,-0.0155266,-0.00258367
11.25,0,1.2158,1.11959,1.15602,0.0776219,0.101159
11.25,1,-0.370249,-0.355946,-0.354408,-0.0258153,-0.00889594
11.3,0,1.2126,1.12383,1.16115,0.0907119,0.103384
11.3,1,-0.377112,-0.357545,-0.355065,-0.0373083,-0.0177919
11.35,0,1.21075,1.12872,1.16632,0.103776,0.102992
11.35,1,-0.383101,-0.359728,-0.356192,-0.0491155,-0.0275572
11.4,0,1.20921,1.13424,1.1714,0.115164,0.0999808
11.4,1,-0.386375,-0.362513,-0.357811,-0.0610274,-0.0370532
11.45,0,1.21408,1.14025,1.17627,0.123987,0.0943521
11.45,1,-0.387558,-0.365874,-0.359866,-0.0718921,-0.0447008
11.5,0,1.21408,1.14669,1.18079,0.133019,0.0861054
11.5,1,-0.387558,-0.369706,-0.362239,-0.0801388,-0.0498611
11.55,0,1.21878,1.15357,1.18486,0.141527,0.0767166
11.55,1,-0.391144,-0.373895,-0.364834,-0.08671,-0.0540306
11.6,0,1.22131,1.16086,1.18851,0.149041,0.0697911
11.6,1,-0.392986,-0.378369,-0.367621,-0.0914486,-0.0572033
11.65,0,1.22131,1.16849,1.19188,0.155193,0.0653642
11.65,1,-0.392986,-0.383021,-0.370532,-0.0939357,-0.0590155
11.7,0,1.21887,1.17636,1.19503,0.158727,0.0602336
11.7,1,-0.394097,-0.387725,-0.373498,-0.0938049,-0.0594465
11.75,0,1.21748,1.18433,1.19789,0.159643,0.0541084
11.75,1,-0.395124,-0.39235,-0.376459,-0.091056,-0.0588528
11.8,0,1.20837,1.19228,1.20044,0.157942,0.0478037
11.8,1,-0.400019,-0.396771,-0.379374,-0.0862127,-0.0578509
11.85,0,1.20538,1.20007,1.20263,0.153622,0.0393803
11.85,1,-0.405919,-0.400931,-0.382275,-0.0803746,-0.0582383
11.9,0,1.20538,1.20757,1.20434,0.146684,0.028618
11.9,1,-0.405919,-0.404784,-0.385223,-0.07417,-0.0599525
11.95,0,1.18987,1.21465,1.20549,0.137129,0.0173007
11.95,1,-0.407501,-0.408279,-0.388256,-0.0660804,-0.0611331
12,0,1.18429,1.22118,1.20603,0.124981,0.00426079
12,1,-0.40427,-0.411302,-0.391316,-0.0554776,-0.0610006
12.05,0,1.18429,1.22707,1.20595,0.111891,-0.00738927
12.05,1,-0.40427,-0.413728,-0.394314,-0.0426494,-0.0584913
12.1,0,1.18429,1.23231,1.20534,0.0988012,-0.0164213
12.1,1,-0.40427,-0.415501,-0.397122,-0.029638,-0.0533639
12.15,0,1.18429,1.23689,1.20435,0.0857113,-0.0228354
12.15,1,-0.40427,-0.416666,-0.399607,-0.0185115,-0.0456186
12.2,0,1.18429,1.24081,1.2031,0.0726213,-0.0266315
12.2,1,-0.40427,-0.417347,-0.401656,-0.0100031,-0.0365271
12.25,0,1.18429,1.24408,1.20173,0.0595314,-0.0278095
12.25,1,-0.40427,-0.417674,-0.403285,-0.00411262,-0.0288646
12.3,0,1.18429,1.2467,1.20036,0.0464414,-0.0266086
12.3,1,-0.40427,-0.417779,-0.404564,-0.000840153,-0.0225081
12.35,0,1.18429,1.24866,1.19907,0.0333515,-0.0249778
12.35,1,-0.40427,-0.417768,-0.405554,0.00112332,-0.0172551
12.4,0,1.18429,1.24999,1.19786,0.0214396,-0.0233619
12.4,1,-0.40427,-0.417611,-0.406305,0.00518119,-0.0129327
12.45,0,1.18429,1.2508,1.19673,0.0121458,-0.0217801
12.45,1,-0.40427,-0.41718,-0.406861,0.011857,-0.00939384
12.5,0,1.18429,1.25121,1.19568,0.00546989,-0.020247
12.5,1,-0.40427,-0.416343,-0.407256,0.0209938,-0.00651312
12.55,0,1.18429,1.25136,1.19471,0.00141202,-0.018773
12.55,1,-0.40427,-0.415063,-0.407521,0.0289787,-0.00418397
12.6,0,1.18429,1.25138,1.19381,-8.02098e-05,-0.0173657
12.6,1,-0.40427,-0.413456,-0.407682,0.0343455,-0.0023159
12.65,0,1.18429,1.25133,1.19297,-0.00230548,-0.0160297
12.65,1,-0.40427,-0.411652,-0.407759,0.0370944,-0.000832161
12.7,0,1.18429,1.25109,1.1922,-0.00714875,-0.0147678
12.7,1,-0.40427,-0.409783,-0.40777,0.0372253,0.000332258
12.75,0,1.18429,1.25054,1.19149,-0.01461,-0.0135812
12.75,1,-0.40427,-0.407979,-0.40773,0.0347382,0.00123232
12.8,0,1.18429,1.24954,1.19084,-0.0246893,-0.0124695
12.8,1,-0.40427,-0.406372,-0.407651,0.0296331,0.00191441
12.85,0,1.18429,1.24797,1.19024,-0.0372294,-0.0114317
12.85,1,-0.40427,-0.405092,-0.407542,0.0219099,0.00241762
12.9,0,1.18429,1.24575,1.1897,-0.0503194,-0.0104657
12.9,1,-0.40427,-0.404255,-0.407412,0.0126684,0.00277483
12.95,0,1.18429,1.24287,1.1892,-0.0634093,-0.00956897
12.95,1,-0.40427,-0.403823,-0.407266,0.00573069,0.00301361
13,0,1.18429,1.23934,1.18874,-0.0762375,-0.00873863
13,1,-0.40427,-0.403666,-0.407112,0.00141097,0.00315705
13.05,0,1.18429,1.23523,1.18832,-0.0868403,-0.00797145
13.05,1,-0.40427,-0.403656,-0.406952,-0.000604909,0.0032244
13.1,0,1.18429,1.23066,1.18794,-0.0948252,-0.00726406
13.1,1,-0.40427,-0.403767,-0.40679,-0.00361563,0.00323169
13.15,0,1.18429,1.22576,1.18759,-0.100192,-0.00661301
13.15,1,-0.40427,-0.403991,-0.40663,-0.00479375,0.00319223
13.2,0,1.18429,1.22066,1.18728,-0.102941,-0.00601481
13.2,1,-0.40427,-0.404202,-0.406472,-0.00335388,0.00311698
13.25,0,1.18429,1.2155,1.18699,-0.103072,-0.00546604
13.25,1,-0.40427,-0.40427,-0.406318,0,0.00301499
13.3,0,1.18429,1.2104,1.18673,-0.100585,-0.00496333
13.3,1,-0.40427,-0.40427,-0.406171,0,0.00289364
13.35,0,1.18429,1.2055,1.1865,-0.09563,-0.00450343
13.35,1,-0.40427,-0.40427,-0.406029,0,0.00275894
13.4,0,1.18429,1.20092,1.18628,-0.0881393,-0.00408322
13.4,1,-0.40427,-0.40427,-0.405895,0,0.00261575
13.45,0,1.18429,1.19677,1.18609,-0.0782271,-0.0036997
13.45,1,-0.40427,-0.40427,-0.405768,0,0.00246798
13.5,0,1.18429,1.19318,1.18591,-0.0661846,-0.00335006
13.5,1,-0.40427,-0.40427,-0.405648,0,0.00231869
13.55,0,1.18429,1.19023,1.18575,-0.0531062,-0.00303162
13.55,1,-0.40427,-0.40427,-0.405536,0,0.00217032
13.6,0,1.18429,1.18794,1.18561,-0.0400163,-0.00274187
13.6,1,-0.40427,-0.40427,-0.405431,0,0.00202473
13.65,0,1.18429,1.18629,1.18548,-0.0271881,-0.00247845
13.65,1,-0.40427,-0.40427,-0.405333,0,0.00188334
13.7,0,1.18429,1.18524,1.18536,-0.0165853,-0.00223918
13.7,1,-0.40427,-0.40427,-0.405243,0,0.00174719
13.75,0,1.18429,1.18464,1.18525,-0.00860042,-0.002022
13.75,1,-0.40427,-0.40427,-0.405158,0,0.001617
13.8,0,1.18429,1.18436,1.18516,-0.00323355,-0.00182502
13.8,1,-0.40427,-0.40427,-0.405081,0,0.00149326
13.85,0,1.18429,1.18429,1.18507,0,-0.00164649
13.85,1,-0.40427,-0.40427,-0.405009,0,0.00137627
13.9,0,1.18429,1.18429,1.18499,0,-0.00148479
13.9,1,-0.40427,-0.40427,-0.404943,0,0.00126616
13.95,0,1.18429,1.18429,1.18492,0,-0.00133842
13.95,1,-0.40427,-0.40427,-0.404882,0,0.00116292
14,0,1.18429,1.18429,1.18486,0,-0.001206
14,1,-0.40427,-0.40427,-0.404827,0,0.00106647
14.05,0,1.18429,1.18429,1.1848,0,-0.00108628
14.05,1,-0.40427,-0.40427,-0.404776,0,0.000976634
14.1,0,1.18429,1.18429,1.18475,0,-0.000978085
14.1,1,-0.40427,-0.40427,-0.404729,0,0.000893198
14.15,0,1.18429,1.18429,1.1847,0,-0.000880366
14.15,1,-0.40427,-0.40427,-0.404686,0,0.000815898
14.2,0,1.18429,1.18429,1.18466,0,-0.000792148
14.2,1,-0.40427,-0.40427,-0.404647,0,0.000744445
14.25,0,1.18429,1.18429,1.18462,0,-0.000712543
14.25,1,-0.40427,-0.40427,-0.404612,0,0.000678533
14.3,0,1.18429,1.18429,1.18459,0,-0.000640743
14.3,1,-0.40427,-0.40427,-0.404579,0,0.000617845
14.35,0,1.18429,1.18429,1.18456,0,-0.000576009
14.35,1,-0.40427,-0.40427,-0.40455,0,0.000562066
14.4,0,1.18429,1.18429,1.18453,0,-0.00051767
14.4,1,-0.40427,-0.40427,-0.404523,0,0.000510877
14.45,0,1.18429,1.18429,1.18451,0,-0.000465113
14.45,1,-0.40427,-0.40427,-0.404499,0,0.000463972
14.5,0,1.18429,1.18429,1.18448,0,-0.000417783
14.5,1,-0.40427,-0.40427,-0.404476,0,0.000421049
14.55,0,1.18429,1.18429,1.18446,0,-0.000375175
14.55,1,-0.40427,-0.40427,-0.404456,0,0.000381819
14.6,0,1.18429,1.18429,1.18445,0,-0.000336831
14.6,1,-0.40427,-0.40427,-0.404438,0,0.000346007
14.65,0,1.18429,1.18429,1.18443,0,-0.000302336
14.65,1,-0.40427,-0.40427,-0.404422,0,0.00031335
14.7,0,1.18429,1.18429,1.18442,0,-0.000271312
14.7,1,-0.40427,-0.40427,-0.404407,0,0.000283602
14.75,0,1.18429,1.18429,1.1844,0,-0.000243419
14.75,1,-0.40427,-0.40427,-0.404393,0,0.000256527
14.8,0,1.18429,1.18429,1.18439,0,-0.000218347
14.8,1,-0.40427,-0.40427,-0.404381,0,0.000231909
14.85,0,1.18429,1.18429,1.18438,0,-0.000195819
14.85,1,-0.40427,-0.40427,-0.40437,0,0.000209544
14.9,0,1.18429,1.18429,1.18437,0,-0.00017558
14.9,1,-0.40427,-0.40427,-0.40436,0,0.00018924
14.95,0,1.18429,1.18429,1.18436,0,-0.000157404
14.95,1,-0.40427,-0.40427,-0.404351,0,0.000170822
15,0,1.18429,1.18429,1.18436,0,-0.000141084
15,1,-0.40427,-0.40427,-0.404343,0,0.000154127
15.05,0,1.18429,1.18429,1.18435,0,-0.000126433
15.05,1,-0.40427,-0.40427,-0.404336,0,0.000139002
15.1,0,1.18429,1.18429,1.18434,0,-0.000113284
15.1,1,-0.40427,-0.40427,-0.404329,0,0.00012531
15.15,0,1.18429,1.18429,1.18434,0,-0.000101486
15.15,1,-0.40427,-0.40427,-0.404323,0,0.000112922
15.2,0,1.18429,1.18429,1.18433,0,-9.09026e-05
15.2,1,-0.40427,-0.40427,-0.404318,0,0.00010172
15.25,0,1.18429,1.18429,1.18433,0,-8.14099e-05
15.25,1,-0.40427,-0.40427,-0.404313,0,9.15961e-05
15.3,0,1.18429,1.18429,1.18433,0,-7.28976e-05
15.3,1,-0.40427,-0.40427,-0.404309,0,8.2451e-05
15.35,0,1.18429,1.18429,1.18432,0,-6.52659e-05
15.35,1,-0.40427,-0.40427,-0.404305,0,7.41941e-05
15.4,0,1.18429,1.18429,1.18432,0,-5.84249e-05
15.4,1,-0.40427,-0.40427,-0.404301,0,6.67428e-05
15.45,0,1.18429,1.18429,1.18432,0,-5.22938e-05
15.45,1,-0.40427,-0.40427,-0.404298,0,6.00213e-05
15.5,0,1.18429,1.18429,1.18431,0,-4.67999e-05
15.5,1,-0.40427,-0.40427,-0.404295,0,5.39608e-05
15.55,0,1.18429,1.18429,1.18431,0,-4.18778e-05
15.55,1,-0.40427,-0.40427,-0.404293,0,4.84984e-05
15.6,0,1.18429,1.18429,1.18431,0,-3.74687e-05
15.6,1,-0.40427,-0.40427,-0.40429,0,4.35771e-05
15.65,0,1.18429,1.18429,1.18431,0,-3.35198e-05
15.65,1,-0.40427,-0.40427,-0.404288,0,3.91449e-05
15.7,0,1.18429,1.18429,1.18431,0,-2.99835e-05
15.7,1,-0.40427,-0.40427,-0.404286,0,3.51545e-05
15.75,0,1.18429,1.18429,1.1843,0,-2.68173e-05
15.75,1,-0.40427,-0.40427,-0.404285,0,3.15633e-05
15.8,0,1.18429,1.18429,1.1843,0,-2.39827e-05
15.8,1,-0.40427,-0.40427,-0.404283,0,2.83322e-05
15.85,0,1.18429,1.18429,1.1843,0,-2.14454e-05
15.85,1,-0.40427,-0.40427,-0.404282,0,2.54262e-05
15.9,0,1.18429,1.18429,1.1843,0,-1.91746e-05
15.9,1,-0.40427,-0.40427,-0.404281,0,2.28132e-05
15.95,0,1.18429,1.18429,1.1843,0,-1.71425e-05
15.95,1,-0.40427,-0.40427,-0.40428,0,2.04645e-05
16,0,1.18429,1.18429,1.1843,0,-1.53242e-05
16,1,-0.40427,-0.40427,-0.404279,0,1.83538e-05
16.05,0,1.18429,1.18429,1.1843,0,-1.36975e-05
16.05,1,-0.40427,-0.40427,-0.404278,0,1.64576e-05
16.1,0,1.18429,1.18429,1.1843,0,-1.22423e-05
16.1,1,-0.40427,-0.40427,-0.404277,0,1.47545e-05
16.15,0,1.18429,1.18429,1.1843,0,-1.09407e-05
16.15,1,-0.40427,-0.40427,-0.404276,0,1.32251e-05
16.2,0,1.18429,1.18429,1.1843,0,-9.77663e-06
16.2,1,-0.40427,-0.40427,-0.404276,0,1.18523e-05
16.25,0,1.18429,1.18429,1.1843,0,-8.73566e-06
16.25,1,-0.40427,-0.40427,-0.404275,0,1.062e-05
16.3,0,1.18429,1.18429,1.1843,0,-7.80488e-06
16.3,1,-0.40427,-0.40427,-0.404275,0,9.51436e-06
16.35,0,1.18429,1.18429,1.1843,0,-6.9727e-06
16.35,1,-0.40427,-0.40427,-0.404274,0,8.52243e-06
16.4,0,1.18429,1.18429,1.1843,0,-6.22876e-06
16.4,1,-0.40427,-0.40427,-0.404274,0,7.63271e-06
16.45,0,1.18429,1.18429,1.1843,0,-5.56377e-06
16.45,1,-0.40427,-0.40427,-0.404273,0,6.83485e-06
16.5,0,1.18429,1.18429,1.18429,0,-4.96939e-06
16.5,1,-0.40427,-0.40427,-0.404273,0,6.11949e-06
16.55,0,1.18429,1.18429,1.18429,0,-4.43819e-06
16.55,1,-0.40427,-0.40427,-0.404273,0,5.47823e-06
16.6,0,1.18429,1.18429,1.18429,0,-3.96349e-06
16.6,1,-0.40427,-0.40427,-0.404273,0,4.90349e-06
16.65,0,1.18429,1.18429,1.18429,0,-3.53931e-06
16.65,1,-0.40427,-0.40427,-0.404272,0,4.38847e-06
16.7,0,1.18429,1.18429,1.18429,0,-3.16032e-06
16.7,1,-0.40427,-0.40427,-0.404272,0,3.92703e-06
16.75,0,1.18429,1.18429,1.18429,0,-2.82172e-06
16.75,1,-0.40427,-0.40427,-0.404272,0,3.51366e-06
16.8,0,1.18429,1.18429,1.18429,0,-2.51924e-06
16.8,1,-0.40427,-0.40427,-0.404272,0,3.14343e-06
16.85,0,1.18429,1.18429,1.18429,0,-2.24904e-06
16.85,1,-0.40427,-0.40427,-0.404272,0,2.81188e-06
16.9,0,1.18429,1.18429,1.18429,0,-2.0077e-06
16.9,1,-0.40427,-0.40427,-0.404271,0,2.515e-06
16.95,0,1.18429,1.18429,1.18429,0,-1.79215e-06
16.95,1,-0.40427,-0.40427,-0.404271,0,2.24922e-06
17,0,1.18429,1.18429,1.18429,0,-1.59965e-06
17,1,-0.40427,-0.40427,-0.404271,0,2.01131e-06
17.05,0,1.18429,1.18429,1.18429,0,-1.42775e-06
17.05,1,-0.40427,-0.40427,-0.404271,0,1.79838e-06
17.1,0,1.18429,1.18429,1.18429,0,-1.27425e-06
17.1,1,-0.40427,-0.40427,-0.404271,0,1.60782e-06
17.15,0,1.18429,1.18429,1.18429,0,-1.13719e-06
17.15,1,-0.40427,-0.40427,-0.404271,0,1.43731e-06
17.2,0,1.18429,1.18429,1.18429,0,-1.01482e-06
17.2,1,-0.40427,-0.40427,-0.404271,0,1.28476e-06
17.25,0,1.18429,1.18429,1.18429,0,-9.05568e-07
17.25,1,-0.40427,-0.40427,-0.404271,0,1.14829e-06
17.3,0,1.18429,1.18429,1.18429,0,-8.08039e-07
17.3,1,-0.40427,-0.40427,-0.404271,0,1.02623e-06
17.35,0,1.18429,1.18429,1.18429,0,-7.2098e-07
17.35,1,-0.40427,-0.40427,-0.404271,0,9.17057e-07
17.4,0,1.18429,1.18429,1.18429,0,-6.43269e-07
17.4,1,-0.40427,-0.40427,-0.404271,0,8.19429e-07
17.45,0,1.18429,1.18429,1.18429,0,-5.73908e-07
17.45,1,-0.40427,-0.40427,-0.404271,0,7.32132e-07
17.5,0,1.18429,1.18429,1.18429,0,-5.12002e-07
17.5,1,-0.40427,-0.40427,-0.404271,0,6.54082e-07
17.55,0,1.18429,1.18429,1.18429,0,-4.56754e-07
17.55,1,-0.40427,-0.40427,-0.404271,0,5.84306e-07
17.6,0,1.18429,1.18429,1.18429,0,-4.0745e-07
17.6,1,-0.40427,-0.40427,-0.404271,0,5.21933e-07
17.65,0,1.18429,1.18429,1.18429,0,-3.63453e-07
17.65,1,-0.40427,-0.40427,-0.404271,0,4.66182e-07
17.7,0,1.18429,1.18429,1.18429,0,-3.24193e-07
17.7,1,-0.40427,-0.40427,-0.404271,0,4.16356e-07
17.75,0,1.18429,1.18429,1.18429,0,-2.89162e-07
17.75,1,-0.40427,-0.40427,-0.40427,0,3.71829e-07
17.8,0,1.18429,1.18429,1.18429,0,-2.57906e-07
17.8,1,-0.40427,-0.40427,-0.40427,0,3.32041e-07
17.85,0,1.18429,1.18429,1.18429,0,-2.3002e-07
17.85,1,-0.40427,-0.40427,-0.40427,0,2.9649e-07
17.9,0,1.18429,1.18429,1.18429,0,-2.05142e-07
17.9,1,-0.40427,-0.40427,-0.40427,0,2.64728e-07
17.95,0,1.18429,1.18429,1.18429,0,-1.82947e-07
17.95,1,-0.40427,-0.40427,-0.40427,0,2.36353e-07
18,0,1.18429,1.18429,1.18429,0,-1.63148e-07
18,1,-0.40427,-0.40427,-0.40427,0,2.11006e-07
18.05,0,1.18429,1.18429,1.18429,0,-1.45487e-07
18.05,1,-0.40427,-0.40427,-0.40427,0,1.88366e-07
18.1,0,1.18429,1.18429,1.18429,0,-1.29733e-07
18.1,1,-0.40427,-0.40427,-0.40427,0,1.68145e-07
18.15,0,1.18429,1.18429,1.18429,0,-1.15681e-07
18.15,1,-0.40427,-0.40427,-0.40427,0,1.50086e-07
18.2,0,1.18429,1.18429,1.18429,0,-1.03148e-07
18.2,1,-0.40427,-0.40427,-0.40427,0,1.33959e-07
18.25,0,1.18429,1.18429,1.18429,0,-9.19695e-08
18.25,1,-0.40427,-0.40427,-0.40427,0,1.19558e-07
18.3,0,1.18429,1.18429,1.18429,0,-8.2e-08
18.3,1,-0.40427,-0.40427,-0.40427,0,1.06699e-07
18.35,0,1.18429,1.18429,1.18429,0,-7.3109e-08
18.35,1,-0.40427,-0.40427,-0.40427,0,9.52186e-08
18.4,0,1.18429,1.18429,1.18429,0,-6.51801e-08
18.4,1,-0.40427,-0.40427,-0.40427,0,8.49689e-08
18.45,0,1.18429,1.18429,1.18429,0,-5.81094e-08
18.45,1,-0.40427,-0.40427,-0.40427,0,7.58187e-08
18.5,0,1.18429,1.18429,1.18429,0,-5.18043e-08
18.5,1,-0.40427,-0.40427,-0.40427,0,6.76506e-08
18.55,0,1.18429,1.18429,1.18429,0,-4.6182e-08
18.55,1,-0.40427,-0.40427,-0.40427,0,6.03595e-08
18.6,0,1.18429,1.18429,1.18429,0,-4.11688e-08
18.6,1,-0.40427,-0.40427,-0.40427,0,5.38517e-08
18.65,0,1.18429,1.18429,1.18429,0,-3.66988e-08
18.65,1,-0.40427,-0.40427,-0.40427,0,4.80434e-08
18.7,0,1.18429,1.18429,1.18429,0,-3.27133e-08
18.7,1,-0.40427,-0.40427,-0.40427,0,4.28596e-08
18.75,0,1.18429,1.18429,1.18429,0,-2.91599e-08
18.75,1,-0.40427,-0.40427,-0.40427,0,3.82335e-08
18.8,0,1.18429,1.18429,1.18429,0,-2.59918e-08
18.8,1,-0.40427,-0.40427,-0.40427,0,3.41053e-08
18.85,0,1.18429,1.18429,1.18429,0,-2.31673e-08
18.85,1,-0.40427,-0.40427,-0.40427,0,3.04215e-08
18.9,0,1.18429,1.18429,1.18429,0,-2.06493e-08
18.9,1,-0.40427,-0.40427,-0.40427,0,2.71345e-08
18.95,0,1.18429,1.18429,1.18429,0,-1.84046e-08
18.95,1,-0.40427,-0.40427,-0.40427,0,2.42018e-08
19,0,1.18429,1.18429,1.18429,0,-1.64034e-08
19,1,-0.40427,-0.40427,-0.40427,0,2.15851e-08
19.05,0,1.18429,1.18429,1.18429,0,-1.46196e-08
19.05,1,-0.40427,-0.40427,-0.40427,0,1.92507e-08
19.1,0,1.18429,1.18429,1.18429,0,-1.30294e-08
19.1,1,-0.40427,-0.40427,-0.40427,0,1.71681e-08
19.15,0,1.18429,1.18429,1.18429,0,-1.1612e-08
19.15,1,-0.40427,-0.40427,-0.40427,0,1.53102e-08
19.2,0,1.18429,1.18429,1.18429,0,-1.03485e-08
19.2,1,-0.40427,-0.40427,-0.40427,0,1.36529e-08
19.25,0,1.18429,1.18429,1.18429,0,-9.22237e-09
19.25,1,-0.40427,-0.40427,-0.40427,0,1.21746e-08
19.3,0,1.18429,1.18429,1.18429,0,-8.21859e-09
19.3,1,-0.40427,-0.40427,-0.40427,0,1.0856e-08
19.35,0,1.18429,1.18429,1.18429,0,-7.32392e-09
19.35,1,-0.40427,-0.40427,-0.40427,0,9.67991e-09
19.4,0,1.18429,1.18429,1.18429,0,-6.52652e-09
19.4,1,-0.40427,-0.40427,-0.40427,0,8.63094e-09
19.45,0,1.18429,1.18429,1.18429,0,-5.81583e-09
19.45,1,-0.40427,-0.40427,-0.40427,0,7.69541e-09
19.5,0,1.18429,1.18429,1.18429,0,-5.18244e-09
19.5,1,-0.40427,-0.40427,-0.40427,0,6.86106e-09
19.55,0,1.18429,1.18429,1.18429,0,-4.61794e-09
19.55,1,-0.40427,-0.40427,-0.40427,0,6.117e-09
19.6,0,1.18429,1.18429,1.18429,0,-4.11486e-09
19.6,1,-0.40427,-0.40427,-0.40427,0,5.45347e-09
19.65,0,1.18429,1.18429,1.18429,0,-3.66652e-09
19.65,1,-0.40427,-0.40427,-0.40427,0,4.86177e-09
19.7,0,1.18429,1.18429,1.18429,0,-3.26698e-09
19.7,1,-0.40427,-0.40427,-0.40427,0,4.33415e-09
19.75,0,1.18429,1.18429,1.18429,0,-2.91092e-09
19.75,1,-0.40427,-0.40427,-0.40427,0,3.86369e-09
19.8,0,1.18429,1.18429,1.18429,0,-2.59363e-09
19.8,1,-0.40427,-0.40427,-0.40427,0,3.4442e-09
19.85,0,1.18429,1.18429,1.18429,0,-2.31089e-09
19.85,1,-0.40427,-0.40427,-0.40427,0,3.07017e-09
19.9,0,1.18429,1.18429,1.18429,0,-2.05894e-09
19.9,1,-0.40427,-0.40427,-0.40427,0,2.7367e-09
19.95,0,1.18429,1.18429,1.18429,0,-1.83443e-09
19.95,1,-0.40427,-0.40427,-0.40427,0,2.43938e-09
20,0,1.18429,1.18429,1.18429,0,-1.63438e-09
20,1,-0.40427,-0.40427,-0.40427,0,2.17431e-09
20.05,0,1.18429,1.18429,1.18429,0,-1.45613e-09
20.05,1,-0.40427,-0.40427,-0.40427,0,1.938e-09
20.1,0,1.18429,1.18429,1.18429,0,-1.29729e-09
20.1,1,-0.40427,-0.40427,-0.40427,0,1.72733e-09
20.15,0,1.18429,1.18429,1.18429,0,-1.15577e-09
20.15,1,-0.40427,-0.40427,-0.40427,0,1.53953e-09
20.2,0,1.18429,1.18429,1.18429,0,-1.02967e-09
20.2,1,-0.40427,-0.40427,-0.40427,0,1.37211e-09
20.25,0,1.18429,1.18429,1.18429,0,-9.17319e-10
20.25,1,-0.40427,-0.40427,-0.40427,0,1.22287e-09
20.3,0,1.18429,1.18429,1.18429,0,-8.17215e-10
