time,axis,target,baseline,damped,baseline_v,damped_v
20.3,1,-0.40427,-0.40427,-0.40427,0,1.08985e-09
20.35,0,1.18429,1.18429,1.18429,0,-7.28025e-10
20.35,1,-0.40427,-0.40427,-0.40427,0,9.71269e-10
20.4,0,1.18429,1.18429,1.18429,0,-6.48562e-10
20.4,1,-0.40427,-0.40427,-0.40427,0,8.65575e-10
20.45,0,1.18429,1.18429,1.18429,0,-5.77765e-10
20.45,1,-0.40427,-0.40427,-0.40427,0,7.71367e-10
20.5,0,1.18429,1.18429,1.18429,0,-5.1469e-10
20.5,1,-0.40427,-0.40427,-0.40427,0,6.874e-10
20.55,0,1.18429,1.18429,1.18429,0,-4.58496e-10
20.55,1,-0.40427,-0.40427,-0.40427,0,6.12561e-10
20.6,0,1.18429,1.18429,1.18429,0,-4.08432e-10
20.6,1,-0.40427,-0.40427,-0.40427,0,5.4586e-10
20.65,0,1.18429,1.18429,1.18429,0,-3.63831e-10
20.65,1,-0.40427,-0.40427,-0.40427,0,4.86412e-10
20.7,0,1.18429,1.18429,1.18429,0,-3.24097e-10
20.7,1,-0.40427,-0.40427,-0.40427,0,4.33432e-10
20.75,0,1.18429,1.18429,1.18429,0,-2.88699e-10
20.75,1,-0.40427,-0.40427,-0.40427,0,3.86215e-10
20.8,0,1.18429,1.18429,1.18429,0,-2.57165e-10
20.8,1,-0.40427,-0.40427,-0.40427,0,3.44136e-10
20.85,0,1.18429,1.18429,1.18429,0,-2.29073e-10
20.85,1,-0.40427,-0.40427,-0.40427,0,3.06636e-10
20.9,0,1.18429,1.18429,1.18429,0,-2.04047e-10
20.9,1,-0.40427,-0.40427,-0.40427,0,2.73218e-10
20.95,0,1.18429,1.18429,1.18429,0,-1.81754e-10
20.95,1,-0.40427,-0.40427,-0.40427,0,2.43438e-10
21,0,1.18429,1.18429,1.18429,0,-1.61894e-10
21,1,-0.40427,-0.40427,-0.40427,0,2.16901e-10
21.05,0,1.18429,1.18429,1.18429,0,-1.44204e-10
21.05,1,-0.40427,-0.40427,-0.40427,0,1.93254e-10
21.1,0,1.18429,1.18429,1.18429,0,-1.28445e-10
21.1,1,-0.40427,-0.40427,-0.40427,0,1.72182e-10
21.15,0,1.18429,1.18429,1.18429,0,-1.14407e-10
21.15,1,-0.40427,-0.40427,-0.40427,0,1.53405e-10
21.2,0,1.18429,1.18429,1.18429,0,-1.01903e-10
21.2,1,-0.40427,-0.40427,-0.40427,0,1.36674e-10
21.25,0,1.18429,1.18429,1.18429,0,-9.07643e-11
21.25,1,-0.40427,-0.40427,-0.40427,0,1.21766e-10
21.3,0,1.18429,1.18429,1.18429,0,-8.08425e-11
21.3,1,-0.40427,-0.40427,-0.40427,0,1.08483e-10
21.35,0,1.18429,1.18429,1.18429,0,-7.20047e-11
21.35,1,-0.40427,-0.40427,-0.40427,0,9.66473e-11
21.4,0,1.18429,1.18429,1.18429,0,-6.41326e-11
21.4,1,-0.40427,-0.40427,-0.40427,0,8.61018e-11
21.45,0,1.18429,1.18429,1.18429,0,-5.71206e-11
21.45,1,-0.40427,-0.40427,-0.40427,0,7.6706e-11
21.5,0,1.18429,1.18429,1.18429,0,-5.08749e-11
21.5,1,-0.40427,-0.40427,-0.40427,0,6.83347e-11
21.55,0,1.18429,1.18429,1.18429,0,-4.53117e-11
21.55,1,-0.40427,-0.40427,-0.40427,0,6.08762e-11
21.6,0,1.18429,1.18429,1.18429,0,-4.03567e-11
21.6,1,-0.40427,-0.40427,-0.40427,0,5.42311e-11
21.65,0,1.18429,1.18429,1.18429,0,-3.59432e-11
21.65,1,-0.40427,-0.40427,-0.40427,0,4.83108e-11
21.7,0,1.18429,1.18429,1.18429,0,-3.20121e-11
21.7,1,-0.40427,-0.40427,-0.40427,0,4.30363e-11
21.75,0,1.18429,1.18429,1.18429,0,-2.85108e-11
21.75,1,-0.40427,-0.40427,-0.40427,0,3.83372e-11
21.8,0,1.18429,1.18429,1.18429,0,-2.53924e-11
21.8,1,-0.40427,-0.40427,-0.40427,0,3.41508e-11
21.85,0,1.18429,1.18429,1.18429,0,-2.26149e-11
21.85,1,-0.40427,-0.40427,-0.40427,0,3.04212e-11
21.9,0,1.18429,1.18429,1.18429,0,-2.01412e-11
21.9,1,-0.40427,-0.40427,-0.40427,0,2.70987e-11
21.95,0,1.18429,1.18429,1.18429,0,-1.79379e-11
21.95,1,-0.40427,-0.40427,-0.40427,0,2.41388e-11
22,0,1.18429,1.18429,1.18429,0,-1.59755e-11
22,1,-0.40427,-0.40427,-0.40427,0,2.1502e-11
22.05,0,1.18429,1.18429,1.18429,0,-1.42276e-11
22.05,1,-0.40427,-0.40427,-0.40427,0,1.9153e-11
22.1,0,1.18429,1.18429,1.18429,0,-1.26709e-11
22.1,1,-0.40427,-0.40427,-0.40427,0,1.70605e-11
22.15,0,1.18429,1.18429,1.18429,0,-1.12844e-11
22.15,1,-0.40427,-0.40427,-0.40427,0,1.51964e-11
22.2,0,1.18429,1.18429,1.18429,0,-1.00494e-11
22.2,1,-0.40427,-0.40427,-0.40427,0,1.35359e-11
22.25,0,1.18429,1.18429,1.18429,0,-8.9496e-12
22.25,1,-0.40427,-0.40427,-0.40427,0,1.20567e-11
22.3,0,1.18429,1.18429,1.18429,0,-7.9701e-12
22.3,1,-0.40427,-0.40427,-0.40427,0,1.0739e-11
22.35,0,1.18429,1.18429,1.18429,0,-7.09779e-12
22.35,1,-0.40427,-0.40427,-0.40427,0,9.56531e-12
22.4,0,1.18429,1.18429,1.18429,0,-6.32095e-12
22.4,1,-0.40427,-0.40427,-0.40427,0,8.51977e-12
22.45,0,1.18429,1.18429,1.18429,0,-5.62905e-12
22.45,1,-0.40427,-0.40427,-0.40427,0,7.58844e-12
22.5,0,1.18429,1.18429,1.18429,0,-5.01288e-12
22.5,1,-0.40427,-0.40427,-0.40427,0,6.75887e-12
22.55,0,1.18429,1.18429,1.18429,0,-4.4641e-12
22.55,1,-0.40427,-0.40427,-0.40427,0,6.01996e-12
22.6,0,1.18429,1.18429,1.18429,0,-3.9754e-12
22.6,1,-0.40427,-0.40427,-0.40427,0,5.36178e-12
22.65,0,1.18429,1.18429,1.18429,0,-3.5402e-12
22.65,1,-0.40427,-0.40427,-0.40427,0,4.77553e-12
22.7,0,1.18429,1.18429,1.18429,0,-3.15267e-12
22.7,1,-0.40427,-0.40427,-0.40427,0,4.25332e-12
22.75,0,1.18429,1.18429,1.18429,0,-2.80755e-12
22.75,1,-0.40427,-0.40427,-0.40427,0,3.78819e-12
22.8,0,1.18429,1.18429,1.18429,0,-2.50019e-12
22.8,1,-0.40427,-0.40427,-0.40427,0,3.37392e-12
22.85,0,1.18429,1.18429,1.18429,0,-2.22647e-12
22.85,1,-0.40427,-0.40427,-0.40427,0,3.00494e-12
22.9,0,1.18429,1.18429,1.18429,0,-1.98272e-12
22.9,1,-0.40427,-0.40427,-0.40427,0,2.6763e-12
22.95,0,1.18429,1.18429,1.18429,0,-1.76573e-12
22.95,1,-0.40427,-0.40427,-0.40427,0,2.3836e-12
23,0,1.18429,1.18429,1.18429,0,-1.5725e-12
23,1,-0.40427,-0.40427,-0.40427,0,2.1229e-12
23.05,0,1.18429,1.18429,1.18429,0,-1.40041e-12
23.05,1,-0.40427,-0.40427,-0.40427,0,1.8907e-12
23.1,0,1.18429,1.18429,1.18429,0,-1.24716e-12
23.1,1,-0.40427,-0.40427,-0.40427,0,1.68391e-12
23.15,0,1.18429,1.18429,1.18429,0,-1.11064e-12
23.15,1,-0.40427,-0.40427,-0.40427,0,1.49971e-12
23.2,0,1.18429,1.18429,1.18429,0,-9.89079e-13
23.2,1,-0.40427,-0.40427,-0.40427,0,1.33567e-12
23.25,0,1.18429,1.18429,1.18429,0,-8.80838e-13
23.25,1,-0.40427,-0.40427,-0.40427,0,1.18955e-12
23.3,0,1.18429,1.18429,1.18429,0,-7.84472e-13
23.3,1,-0.40427,-0.40427,-0.40427,0,1.0594e-12
23.35,0,1.18429,1.18429,1.18429,0,-6.98635e-13
23.35,1,-0.40427,-0.40427,-0.40427,0,9.43471e-13
23.4,0,1.18429,1.18429,1.18429,0,-6.22194e-13
23.4,1,-0.40427,-0.40427,-0.40427,0,8.40209e-13
23.45,0,1.18429,1.18429,1.18429,0,-5.54131e-13
23.45,1,-0.40427,-0.40427,-0.40427,0,7.48235e-13
23.5,0,1.18429,1.18429,1.18429,0,-4.935e-13
23.5,1,-0.40427,-0.40427,-0.40427,0,6.66323e-13
23.55,0,1.18429,1.18429,1.18429,0,-4.39507e-13
23.55,1,-0.40427,-0.40427,-0.40427,0,5.93373e-13
23.6,0,1.18429,1.18429,1.18429,0,-3.91397e-13
23.6,1,-0.40427,-0.40427,-0.40427,0,5.28402e-13
23.65,0,1.18429,1.18429,1.18429,0,-3.48543e-13
23.65,1,-0.40427,-0.40427,-0.40427,0,4.70542e-13
23.7,0,1.18429,1.18429,1.18429,0,-3.10376e-13
23.7,1,-0.40427,-0.40427,-0.40427,0,4.19005e-13
23.75,0,1.18429,1.18429,1.18429,0,-2.76383e-13
23.75,1,-0.40427,-0.40427,-0.40427,0,3.73109e-13
23.8,0,1.18429,1.18429,1.18429,0,-2.46148e-13
23.8,1,-0.40427,-0.40427,-0.40427,0,3.32238e-13
23.85,0,1.18429,1.18429,1.18429,0,-2.19187e-13
23.85,1,-0.40427,-0.40427,-0.40427,0,2.9585e-13
23.9,0,1.18429,1.18429,1.18429,0,-1.95153e-13
23.9,1,-0.40427,-0.40427,-0.40427,0,2.63457e-13
23.95,0,1.18429,1.18429,1.18429,0,-1.738e-13
23.95,1,-0.40427,-0.40427,-0.40427,0,2.34606e-13
24,0,1.18429,1.18429,1.18429,0,-1.5474e-13
24,1,-0.40427,-0.40427,-0.40427,0,2.08899e-13
24.05,0,1.18429,1.18429,1.18429,0,-1.37753e-13
24.05,1,-0.40427,-0.40427,-0.40427,0,1.86014e-13
24.1,0,1.18429,1.18429,1.18429,0,-1.22702e-13
24.1,1,-0.40427,-0.40427,-0.40427,0,1.65641e-13
24.15,0,1.18429,1.18429,1.18429,0,-1.09156e-13
24.15,1,-0.40427,-0.40427,-0.40427,0,1.47501e-13
24.2,0,1.18429,1.18429,1.18429,0,-9.71312e-14
24.2,1,-0.40427,-0.40427,-0.40427,0,1.31347e-13
24.25,0,1.18429,1.18429,1.18429,0,-8.65545e-14
24.25,1,-0.40427,-0.40427,-0.40427,0,1.16969e-13
24.3,0,1.18429,1.18429,1.18429,0,-7.71019e-14
24.3,1,-0.40427,-0.40427,-0.40427,0,1.04168e-13
24.35,0,1.18429,1.18429,1.18429,0,-6.85219e-14
24.35,1,-0.40427,-0.40427,-0.40427,0,9.27666e-14
24.4,0,1.18429,1.18429,1.18429,0,-6.08043e-14
24.4,1,-0.40427,-0.40427,-0.40427,0,8.26074e-14
24.45,0,1.18429,1.18429,1.18429,0,-5.41753e-14
24.45,1,-0.40427,-0.40427,-0.40427,0,7.35675e-14
24.5,0,1.18429,1.18429,1.18429,0,-4.84082e-14
24.5,1,-0.40427,-0.40427,-0.40427,0,6.55094e-14
24.55,0,1.18429,1.18429,1.18429,0,-4.33103e-14
24.55,1,-0.40427,-0.40427,-0.40427,0,5.83284e-14
24.6,0,1.18429,1.18429,1.18429,0,-3.87318e-14
24.6,1,-0.40427,-0.40427,-0.40427,0,5.19474e-14
24.65,0,1.18429,1.18429,1.18429,0,-3.45566e-14
24.65,1,-0.40427,-0.40427,-0.40427,0,4.62525e-14
24.7,0,1.18429,1.18429,1.18429,0,-3.06944e-14
24.7,1,-0.40427,-0.40427,-0.40427,0,4.12022e-14
24.75,0,1.18429,1.18429,1.18429,0,-2.70753e-14
24.75,1,-0.40427,-0.40427,-0.40427,0,3.66775e-14
24.8,0,1.18429,1.18429,1.18429,0,-2.36448e-14
24.8,1,-0.40427,-0.40427,-0.40427,0,3.26779e-14
24.85,0,1.18429,1.18429,1.18429,0,-2.04615e-14
24.85,1,-0.40427,-0.40427,-0.40427,0,2.91072e-14
24.9,0,1.18429,1.18429,1.18429,0,-1.79336e-14
24.9,1,-0.40427,-0.40427,-0.40427,0,2.58948e-14
24.95,0,1.18429,1.18429,1.18429,0,-1.5971e-14
24.95,1,-0.40427,-0.40427,-0.40427,0,2.30763e-14
25,0,1.18429,1.18429,1.18429,0,-1.44475e-14
25,1,-0.40427,-0.40427,-0.40427,0,2.05778e-14
25.05,0,1.18429,1.18429,1.18429,0,-1.32647e-14
25.05,1,-0.40427,-0.40427,-0.40427,0,1.83278e-14
25.1,0,1.18429,1.18429,1.18429,0,-1.23464e-14
25.1,1,-0.40427,-0.40427,-0.40427,0,1.62723e-14
25.15,0,1.18429,1.18429,1.18429,0,-1.16336e-14
25.15,1,-0.40427,-0.40427,-0.40427,0,1.44686e-14
25.2,0,1.18429,1.18429,1.18429,0,-1.10802e-14
25.2,1,-0.40427,-0.40427,-0.40427,0,1.29131e-14
25.25,0,1.18429,1.18429,1.18429,0,-1.06505e-14
25.25,1,-0.40427,-0.40427,-0.40427,0,1.15503e-14
25.3,0,1.18429,1.18429,1.18429,0,-1.0317e-14
25.3,1,-0.40427,-0.40427,-0.40427,0,1.03372e-14
25.35,0,1.18429,1.18429,1.18429,0,-1.00581e-14
25.35,1,-0.40427,-0.40427,-0.40427,0,9.24016e-15
25.4,0,1.18429,1.18429,1.18429,0,-9.85704e-15
25.4,1,-0.40427,-0.40427,-0.40427,0,8.23331e-15
25.45,0,1.18429,1.18429,1.18429,0,-9.70099e-15
25.45,1,-0.40427,-0.40427,-0.40427,0,7.29646e-15
25.5,0,1.18429,1.18429,1.18429,0,-9.57984e-15
25.5,1,-0.40427,-0.40427,-0.40427,0,6.41395e-15
25.55,0,1.18429,1.18429,1.18429,0,-9.48578e-15
25.55,1,-0.40427,-0.40427,-0.40427,0,5.57363e-15
25.6,0,1.18429,1.18429,1.18429,0,-9.41277e-15
25.6,1,-0.40427,-0.40427,-0.40427,0,4.83914e-15
25.65,0,1.18429,1.18429,1.18429,0,-9.35608e-15
25.65,1,-0.40427,-0.40427,-0.40427,0,4.26894e-15
25.7,0,1.18429,1.18429,1.18429,0,-9.31208e-15
25.7,1,-0.40427,-0.40427,-0.40427,0,3.82627e-15
25.75,0,1.18429,1.18429,1.18429,0,-9.27792e-15
25.75,1,-0.40427,-0.40427,-0.40427,0,3.48262e-15
25.8,0,1.18429,1.18429,1.18429,0,-9.25139e-15
25.8,1,-0.40427,-0.40427,-0.40427,0,3.21583e-15
25.85,0,1.18429,1.18429,1.18429,0,-9.2308e-15
25.85,1,-0.40427,-0.40427,-0.40427,0,3.00871e-15
25.9,0,1.18429,1.18429,1.18429,0,-9.21482e-15
25.9,1,-0.40427,-0.40427,-0.40427,0,2.84792e-15
25.95,0,1.18429,1.18429,1.18429,0,-9.20241e-15
25.95,1,-0.40427,-0.40427,-0.40427,0,2.72309e-15
26,0,1.18429,1.18429,1.18429,0,-9.19278e-15
26,1,-0.40427,-0.40427,-0.40427,0,2.62618e-15
26.05,0,1.18429,1.18429,1.18429,0,-9.1853e-15
26.05,1,-0.40427,-0.40427,-0.40427,0,2.55095e-15
26.1,0,1.18429,1.18429,1.18429,0,-9.17949e-15
26.1,1,-0.40427,-0.40427,-0.40427,0,2.49255e-15
26.15,0,1.18429,1.18429,1.18429,0,-9.17498e-15
26.15,1,-0.40427,-0.40427,-0.40427,0,2.44721e-15
26.2,0,1.18429,1.18429,1.18429,0,-9.17149e-15
26.2,1,-0.40427,-0.40427,-0.40427,0,2.41201e-15
26.25,0,1.18429,1.18429,1.18429,0,-9.16877e-15
26.25,1,-0.40427,-0.40427,-0.40427,0,2.38468e-15
26.3,0,1.18429,1.18429,1.18429,0,-9.16666e-15
26.3,1,-0.40427,-0.40427,-0.40427,0,2.36347e-15
26.35,0,1.18429,1.18429,1.18429,0,-9.16502e-15
26.35,1,-0.40427,-0.40427,-0.40427,0,2.347e-15
26.4,0,1.18429,1.18429,1.18429,0,-9.16375e-15
26.4,1,-0.40427,-0.40427,-0.40427,0,2.33421e-15
26.45,0,1.18429,1.18429,1.18429,0,-9.16276e-15
26.45,1,-0.40427,-0.40427,-0.40427,0,2.32429e-15
26.5,0,1.18429,1.18429,1.18429,0,-9.162e-15
26.5,1,-0.40427,-0.40427,-0.40427,0,2.31658e-15
26.55,0,1.18429,1.18429,1.18429,0,-9.1614e-15
26.55,1,-0.40427,-0.40427,-0.40427,0,2.3106e-15
26.6,0,1.18429,1.18429,1.18429,0,-9.16094e-15
26.6,1,-0.40427,-0.40427,-0.40427,0,2.30595e-15
26.65,0,1.18429,1.18429,1.18429,0,-9.16058e-15
26.65,1,-0.40427,-0.40427,-0.40427,0,2.30235e-15
26.7,0,1.18429,1.18429,1.18429,0,-9.16031e-15
26.7,1,-0.40427,-0.40427,-0.40427,0,2.29955e-15
26.75,0,1.18429,1.18429,1.18429,0,-9.16009e-15
26.75,1,-0.40427,-0.40427,-0.40427,0,2.29738e-15
26.8,0,1.18429,1.18429,1.18429,0,-9.15992e-15
26.8,1,-0.40427,-0.40427,-0.40427,0,2.29569e-15
26.85,0,1.18429,1.18429,1.18429,0,-9.15979e-15
26.85,1,-0.40427,-0.40427,-0.40427,0,2.29438e-15
26.9,0,1.18429,1.18429,1.18429,0,-9.15969e-15
26.9,1,-0.40427,-0.40427,-0.40427,0,2.29336e-15
26.95,0,1.18429,1.18429,1.18429,0,-9.15961e-15
26.95,1,-0.40427,-0.40427,-0.40427,0,2.29257e-15
